Tag,No.Economico,Fecha,Hora,Caseta,Carril,Clase,Importe,Fecha Aplicacion,Hora Aplicacion,Consecar
IMDM27383500..,HH223,03/03/2025,01:09:23,ECATEPEC VIAPASS,Ecatepec-Piramides,1,$514.00,03/03/2025,12:00:00,36503396
IMDM27383500..,HH223,03/03/2025,01:01:24,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$437.00,03/03/2025,12:00:00,36503396
IMDM27383500..,HH223,03/03/2025,00:49:33,CTO. EXT. MEXIQUENSE,T5 TULTITLAN,1,$160.00,03/03/2025,12:00:00,36503396
IMDM27383500..,HH223,02/03/2025,13:21:16,ANE EASYTRIP,MÉX. PA.-CEYLAN,1,$202.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,02/03/2025,12:54:01,ECATEPEC VIAPASS,Piramides-Ecatepec,1,$514.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,02/03/2025,12:17:17,TULANCINGO,TULANCINGO 3,5,$334.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,02/03/2025,10:41:46,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$179.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,02/03/2025,10:13:38,AMOZOC-PEROTE,T3-CANTONA,1,$382.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,02/03/2025,09:44:07,LAS VIGAS,LAS VIGAS 7,5,$330.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,02/03/2025,08:58:53,MIRADORES,MIRADORES 10,5,$472.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,02/03/2025,08:40:45,PLAN DE RIO,PLAN DE RIO 8,1,$221.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,02/03/2025,08:03:29,LA ANTIGUA,LA ANTIGUA 01,1,$300.00,02/03/2025,12:00:00,36495726
IMDM27383500..,HH223,01/03/2025,22:34:49,PASO DEL TORO,PASO DEL TORO 7,5,$222.00,02/03/2025,12:00:00,36492636
IMDM27383500..,HH223,01/03/2025,20:58:11,COSAMALOAPAN,COSAMALOAPAN 3,5,$512.00,02/03/2025,12:00:00,36492636
IMDM27383500..,HH223,01/03/2025,19:36:54,ACAYUCAN (SAYULA),SAYULA 4,5,$495.00,02/03/2025,12:00:00,36492636
IMDM27383500..,HH223,01/03/2025,11:30:57,ACAYUCAN (SAYULA),ACAYUCAN 7,5,$495.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,10:08:28,COSAMALOAPAN,COSAMALOAPAN 6,5,$512.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,08:29:55,PASO DEL TORO,PASO DEL TORO 2,5,$222.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,06:43:04,LA ANTIGUA,LA ANTIGUA 08,1,$300.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,06:05:48,PLAN DE RIO,PLAN DEL RÍO 01,1,$221.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,05:46:02,MIRADORES,MIRADORES 15,5,$472.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,05:07:06,LAS VIGAS,LAS VIGAS 2,5,$330.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,04:36:39,AMOZOC-PEROTE,T3-CANTONA,1,$382.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,04:04:25,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$179.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,02:52:41,SANCTORUM,SANCTURUM 1,5,$334.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,01:38:52,ECATEPEC VIAPASS,Ecatepec-Piramides,1,$514.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,01:38:08,CTO. EXT. MEXIQUENSE,A4 PACHUCA VÍA 532,1,$56.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,01:29,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$437.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,01/03/2025,01:17:33,CTO. EXT. MEXIQUENSE,T5 TULTITLAN,1,$160.00,01/03/2025,12:00:00,36488806
IMDM27383500..,HH223,26/01/2025,13:58:39,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$37.00,29/01/2025,12:00:00,35978541
IMDM27383500..,HH223,26/01/2025,13:48:24,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$248.00,26/01/2025,12:00:00,35952396
IMDM27383500..,HH223,26/01/2025,13:39:21,CTO. EXT. MEXIQUENSE,CONMEX,1,$177.00,26/01/2025,12:00:00,35952396
IMDM27383500..,HH223,26/01/2025,13:28:29,CTO. EXT. MEXIQUENSE,A21Y22 N C - T3 N C,1,$77.00,26/01/2025,12:00:00,35952396
IMDM27383500..,HH223,25/01/2025,12:47:36,CTO. EXT. MEXIQUENSE,A21Y22 N C - T3 N C,1,$77.00,26/01/2025,12:00:00,35952396
IMDM27383500..,HH223,25/01/2025,12:31:21,CTO. EXT. MEXIQUENSE,CONMEX,1,$177.00,25/01/2025,12:00:00,35945548
IMDM27383500..,HH223,25/01/2025,12:20:26,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$248.00,25/01/2025,12:00:00,35945548
IMDM27383500..,HH223,25/01/2025,12:11:59,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$37.00,25/01/2025,12:00:00,35945548
IMDM27383500..,HH223,25/01/2025,05:40:50,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$37.00,28/01/2025,12:00:00,35968190
IMDM27383500..,HH223,25/01/2025,05:32:36,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$248.00,25/01/2025,12:00:00,35945548
IMDM27383500..,HH223,25/01/2025,05:22:49,CTO. EXT. MEXIQUENSE,CONMEX,1,$177.00,25/01/2025,12:00:00,35945548
IMDM27383500..,HH223,25/01/2025,05:11:29,CTO. EXT. MEXIQUENSE,A21Y22 N C - T3 N C,1,$77.00,26/01/2025,12:00:00,35952396
IMDM27383500..,HH223,24/01/2025,14:53:05,CTO. EXT. MEXIQUENSE,A21Y22 N C - T3 N C,1,$77.00,25/01/2025,12:00:00,35941282
IMDM27383500..,HH223,24/01/2025,14:42:12,CTO. EXT. MEXIQUENSE,CONMEX,1,$177.00,25/01/2025,12:00:00,35941282
IMDM27383500..,HH223,24/01/2025,13:51:30,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$248.00,24/01/2025,12:00:00,35936848
IMDM27383500..,HH223,24/01/2025,13:43:17,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$37.00,24/01/2025,12:00:00,35936848
IMDM27383500..,HH223,24/01/2025,02:40:52,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,5,$636.00,24/01/2025,12:00:00,35936848
IMDM27383500..,HH223,24/01/2025,01:19:31,CERRO GORDO,CERRO GORDO 25,5,$212.00,24/01/2025,12:00:00,35936848
IMDM27383500..,HH223,24/01/2025,01:07:43,MENDOZA,MENDOZA 9,5,$185.00,24/01/2025,12:00:00,35936848
IMDM27383500..,HH223,24/01/2025,00:17:12,LEON,LEON 1,5,$411.00,24/01/2025,12:00:00,35936848
IMDM27383500..,HH223,23/01/2025,20:25:54,TEPATITLAN,TEPATITLAN 7,5,$638.00,24/01/2025,12:00:00,35932353
IMDM27383500..,HH223,23/01/2025,19:55:59,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 3,5,$175.00,24/01/2025,12:00:00,35932353
IMDM27383500..,HH223,22/01/2025,14:21:38,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 8,5,$175.00,22/01/2025,12:00:00,35913473
IMDM27383500..,HH223,22/01/2025,13:50:50,TEPATITLAN,TEPATITLAN 3,5,$638.00,22/01/2025,12:00:00,35913473
IMDM27383500..,HH223,22/01/2025,12:10:44,LEON,LEON 6,5,$411.00,22/01/2025,12:00:00,35913473
IMDM27383500..,HH223,22/01/2025,11:47:42,PUERTO INTERIOR,PUERTO INTERIOR 11,5,$282.00,22/01/2025,12:00:00,35913473
IMDM27383500..,HH223,22/01/2025,10:27:46,APASEO EL GRANDE,PALMILLAS-APASEO GDE,5,$636.00,22/01/2025,12:00:00,35913473
IMDM27383500..,HH223,21/01/2025,00:03:35,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$82.00,25/02/2025,12:00:00,36423391
IMDM27383500..,HH223,20/01/2025,23:57:09,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$261.00,21/01/2025,12:00:00,35898023
IMDM27383500..,HH223,20/01/2025,23:20:33,AMOZOC-PEROTE,T3-CANTONA,1,$382.00,21/01/2025,12:00:00,35893533
IMDM27383500..,HH223,20/01/2025,22:52:18,LAS VIGAS,LAS VIGAS 7,5,$330.00,21/01/2025,12:00:00,35893533
IMDM27383500..,HH223,20/01/2025,22:07:27,MIRADORES,MIRADORES 10,5,$472.00,21/01/2025,12:00:00,35893533
IMDM27383500..,HH223,20/01/2025,19:22:41,LA ANTIGUA,LA ANTIGUA 02,1,$300.00,21/01/2025,12:00:00,35893533
IMDM27383500..,HH223,20/01/2025,18:51:44,PASO DEL TORO,PASO DEL TORO 8,5,$222.00,21/01/2025,12:00:00,35893533
IMDM27383500..,HH223,20/01/2025,17:13:40,COSAMALOAPAN,COSAMALOAPAN 2,5,$512.00,20/01/2025,12:00:00,35889296
IMDM27383500..,HH223,20/01/2025,14:33:47,ACAYUCAN (SAYULA),ACAYUCAN 3,5,$495.00,20/01/2025,12:00:00,35889296
IMDM27383500..,HH223,15/01/2025,21:20:49,ACAYUCAN (SAYULA),SAYULA 6,5,$495.00,16/01/2025,12:00:00,35846080
IMDM27383500..,HH223,15/01/2025,20:09:13,COSAMALOAPAN,COSAMALOAPAN 5,5,$512.00,16/01/2025,12:00:00,35846080
IMDM27383500..,HH223,15/01/2025,18:25:03,PASO DEL TORO,PASO DEL TORO 3,5,$222.00,16/01/2025,12:00:00,35846080
IMDM27383500..,HH223,15/01/2025,17:58:36,LA ANTIGUA,LA ANTIGUA 08,1,$431.00,16/01/2025,12:00:00,35846080
IMDM27383500..,HH223,15/01/2025,15:21:03,PLAN DE RIO,PLAN DEL RÍO 02,1,$221.00,15/01/2025,12:00:00,35839910
IMDM27383500..,HH223,15/01/2025,15:07:47,MIRADORES,MIRADORES 15,5,$472.00,15/01/2025,12:00:00,35839910
IMDM27383500..,HH223,15/01/2025,14:34:05,LAS VIGAS,LAS VIGAS 2,5,$330.00,15/01/2025,12:00:00,35839910
IMDM27383500..,HH223,15/01/2025,14:05:15,AMOZOC-PEROTE,T3-CANTONA,1,$382.00,15/01/2025,12:00:00,35839910
IMDM27383500..,HH223,15/01/2025,13:37:46,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$179.00,15/01/2025,12:00:00,35839910
IMDM27383500..,HH223,15/01/2025,12:36:30,SANCTORUM,SANCTURUM 1,5,$1086.00,15/01/2025,12:00:00,35839910
IMDM27383500..,HH223,15/01/2025,08:05:20,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,5,$636.00,15/01/2025,12:00:00,35839910
