Id,Caseta,Clase,Camion_Tipo,Importe,Tarifa_Esperada,Diferencia
5260,SANTA CECILIA,4,Camion_T4,10.0,13.0,-3.0
5267,LEON,5,Camion_T5,157.0,411.0,-254.0
5269,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5280,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5286,PERIFERICO,4,Camion_T4,178.0,294.0,-116.0
5287,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5293,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
5299,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5340,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5341,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
5347,LEON,5,Camion_T5,85.0,411.0,-326.0
5347,LEON,5,Camion_T5,85.0,157.0,-72.0
5347,LEON,5,Camion_T5,85.0,131.0,-46.0
5347,LEON,5,Camion_T5,85.0,107.0,-22.0
5347,LEON,5,Camion_T5,85.0,105.0,-20.0
5365,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5379,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5390,LEON,5,Camion_T5,157.0,411.0,-254.0
5399,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5429,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
5443,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5454,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
5455,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5460,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5466,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5481,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
5493,LEON,6,Camion_T6,85.0,411.0,-326.0
5493,LEON,6,Camion_T6,85.0,157.0,-72.0
5493,LEON,6,Camion_T6,85.0,131.0,-46.0
5493,LEON,6,Camion_T6,85.0,107.0,-22.0
5493,LEON,6,Camion_T6,85.0,105.0,-20.0
5501,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
5523,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5527,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5542,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5546,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5550,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
5556,SANTA CECILIA,5,Camion_T5,416.0,539.0,-123.0
5560,LEON,5,Camion_T5,107.0,411.0,-304.0
5560,LEON,5,Camion_T5,107.0,157.0,-50.0
5560,LEON,5,Camion_T5,107.0,131.0,-24.0
5575,GUADALUPE,5,Camion_T5,235.0,310.0,-75.0
5591,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5595,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5604,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5618,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5655,CHAPALA,4,Camion_T4,123.0,141.0,-18.0
5660,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
5662,LEON,5,Camion_T5,107.0,411.0,-304.0
5662,LEON,5,Camion_T5,107.0,157.0,-50.0
5662,LEON,5,Camion_T5,107.0,131.0,-24.0
5674,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
5684,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
5705,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5706,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5718,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
5755,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
5769,LA VENTA,5,Camion_T5,761.0,306.0,455.0
5821,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
5825,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5826,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5827,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5828,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
5837,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5858,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5860,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
5862,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5873,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
5878,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5905,LEON,5,Camion_T5,85.0,411.0,-326.0
5905,LEON,5,Camion_T5,85.0,157.0,-72.0
5905,LEON,5,Camion_T5,85.0,131.0,-46.0
5905,LEON,5,Camion_T5,85.0,107.0,-22.0
5905,LEON,5,Camion_T5,85.0,105.0,-20.0
5907,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
5908,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5911,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
5918,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
5927,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5935,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
5941,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
5948,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5951,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
5954,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
5970,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
5971,CHAPALA,4,Camion_T4,123.0,141.0,-18.0
6011,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6057,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
6110,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6160,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
6181,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6190,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
6195,NARANJOS,5,Camion_T5,1189.0,565.0,624.0
6198,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
6198,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
6233,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6244,ECUANDUREO,5,Camion_T5,229.0,351.0,-122.0
6249,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
6272,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
6304,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
6314,LEON,5,Camion_T5,85.0,411.0,-326.0
6314,LEON,5,Camion_T5,85.0,157.0,-72.0
6314,LEON,5,Camion_T5,85.0,131.0,-46.0
6314,LEON,5,Camion_T5,85.0,107.0,-22.0
6314,LEON,5,Camion_T5,85.0,105.0,-20.0
6395,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
6396,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
6416,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6467,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
6476,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
6478,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6479,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6482,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6490,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
6547,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6556,CHAPALA,7,Camion_T7,213.0,244.0,-31.0
6562,TEPATITLAN,5,Camion_T5,556.0,638.0,-82.0
6575,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6585,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6591,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6602,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
6602,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
6603,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
6603,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
6612,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6642,LEON,5,Camion_T5,157.0,411.0,-254.0
6647,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6656,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6684,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6685,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
6692,PALMILLAS BIS,3,Camion_T3,219.0,440.0,-221.0
6700,LEON,5,Camion_T5,157.0,411.0,-254.0
6706,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
6708,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6710,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
6723,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6726,LEON,5,Camion_T5,105.0,411.0,-306.0
6726,LEON,5,Camion_T5,105.0,157.0,-52.0
6726,LEON,5,Camion_T5,105.0,131.0,-26.0
6726,LEON,5,Camion_T5,105.0,107.0,-2.0
6781,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
6806,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6829,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6830,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6835,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6857,LEON,5,Camion_T5,48.0,411.0,-363.0
6857,LEON,5,Camion_T5,48.0,157.0,-109.0
6857,LEON,5,Camion_T5,48.0,131.0,-83.0
6857,LEON,5,Camion_T5,48.0,107.0,-59.0
6857,LEON,5,Camion_T5,48.0,105.0,-57.0
6857,LEON,5,Camion_T5,48.0,85.0,-37.0
6867,LEON,2,Camion_T2,108.0,291.0,-183.0
6872,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6874,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6898,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6899,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6919,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
6926,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
6927,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
6935,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6942,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6955,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
6966,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
6972,LEON,2,Camion_T2,108.0,291.0,-183.0
6980,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
6981,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
6988,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
6999,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7012,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7023,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
7033,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
7040,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7117,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7168,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
7169,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
7180,PALMILLAS,3,Camion_T3,219.0,440.0,-221.0
7181,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
7247,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
7262,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
7265,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7291,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
7297,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
7337,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7360,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
7367,ZAPOTLANEJO,5,Camion_T5,124.0,422.0,-298.0
7367,ZAPOTLANEJO,5,Camion_T5,124.0,340.0,-216.0
7367,ZAPOTLANEJO,5,Camion_T5,124.0,458.0,-334.0
7367,ZAPOTLANEJO,5,Camion_T5,124.0,308.0,-184.0
7367,ZAPOTLANEJO,5,Camion_T5,124.0,209.0,-85.0
7367,ZAPOTLANEJO,5,Camion_T5,124.0,181.0,-57.0
7367,ZAPOTLANEJO,5,Camion_T5,124.0,216.0,-92.0
7367,ZAPOTLANEJO,5,Camion_T5,124.0,164.0,-40.0
7372,ZAPOTLANEJO,5,Camion_T5,124.0,422.0,-298.0
7372,ZAPOTLANEJO,5,Camion_T5,124.0,340.0,-216.0
7372,ZAPOTLANEJO,5,Camion_T5,124.0,458.0,-334.0
7372,ZAPOTLANEJO,5,Camion_T5,124.0,308.0,-184.0
7372,ZAPOTLANEJO,5,Camion_T5,124.0,209.0,-85.0
7372,ZAPOTLANEJO,5,Camion_T5,124.0,181.0,-57.0
7372,ZAPOTLANEJO,5,Camion_T5,124.0,216.0,-92.0
7372,ZAPOTLANEJO,5,Camion_T5,124.0,164.0,-40.0
7373,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
7378,DOVALI,9,Camion_T9,70.0,108.0,-38.0
7385,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
7388,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7391,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7409,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7431,NARANJOS,5,Camion_T5,1189.0,565.0,624.0
7506,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7519,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
7543,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
7544,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
7550,PALMILLAS BIS,3,Camion_T3,219.0,440.0,-221.0
7562,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
7562,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
7589,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
7590,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
7600,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7610,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
7611,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7630,LEON,5,Camion_T5,85.0,411.0,-326.0
7630,LEON,5,Camion_T5,85.0,157.0,-72.0
7630,LEON,5,Camion_T5,85.0,131.0,-46.0
7630,LEON,5,Camion_T5,85.0,107.0,-22.0
7630,LEON,5,Camion_T5,85.0,105.0,-20.0
7639,LEON,5,Camion_T5,85.0,411.0,-326.0
7639,LEON,5,Camion_T5,85.0,157.0,-72.0
7639,LEON,5,Camion_T5,85.0,131.0,-46.0
7639,LEON,5,Camion_T5,85.0,107.0,-22.0
7639,LEON,5,Camion_T5,85.0,105.0,-20.0
7641,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
7645,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
7656,TEPOTZOTLAN,3,Camion_T3,234.0,471.0,-237.0
7679,NARANJOS,9,Camion_T9,1369.0,651.0,718.0
7710,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7728,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
7733,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7734,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
7738,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
7752,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
7758,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
7769,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
7771,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
7781,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
7797,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7802,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
7830,LEON,5,Camion_T5,85.0,411.0,-326.0
7830,LEON,5,Camion_T5,85.0,157.0,-72.0
7830,LEON,5,Camion_T5,85.0,131.0,-46.0
7830,LEON,5,Camion_T5,85.0,107.0,-22.0
7830,LEON,5,Camion_T5,85.0,105.0,-20.0
7837,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7838,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
7842,XONACATLAN,2,Camion_T2,80.0,215.0,-135.0
7842,XONACATLAN,2,Camion_T2,80.0,135.0,-55.0
7850,TEPOTZOTLAN,9,Camion_T9,678.0,54.0,624.0
7851,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7856,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7864,LEON,4,Camion_T4,58.0,291.0,-233.0
7864,LEON,4,Camion_T4,58.0,108.0,-50.0
7864,LEON,4,Camion_T4,58.0,87.0,-29.0
7864,LEON,4,Camion_T4,58.0,75.0,-17.0
7864,LEON,4,Camion_T4,58.0,72.0,-14.0
7878,PERIFERICO,4,Camion_T4,178.0,294.0,-116.0
7883,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
7900,LEON,5,Camion_T5,85.0,411.0,-326.0
7900,LEON,5,Camion_T5,85.0,157.0,-72.0
7900,LEON,5,Camion_T5,85.0,131.0,-46.0
7900,LEON,5,Camion_T5,85.0,107.0,-22.0
7900,LEON,5,Camion_T5,85.0,105.0,-20.0
7905,LEON,5,Camion_T5,85.0,411.0,-326.0
7905,LEON,5,Camion_T5,85.0,157.0,-72.0
7905,LEON,5,Camion_T5,85.0,131.0,-46.0
7905,LEON,5,Camion_T5,85.0,107.0,-22.0
7905,LEON,5,Camion_T5,85.0,105.0,-20.0
7907,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
7911,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7912,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7932,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
7937,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
7943,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
7959,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
7979,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
7982,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
7984,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
7988,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8001,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
8002,LEON,3,Camion_T3,58.0,291.0,-233.0
8002,LEON,3,Camion_T3,58.0,108.0,-50.0
8002,LEON,3,Camion_T3,58.0,87.0,-29.0
8002,LEON,3,Camion_T3,58.0,75.0,-17.0
8002,LEON,3,Camion_T3,58.0,72.0,-14.0
8004,LEON,5,Camion_T5,48.0,411.0,-363.0
8004,LEON,5,Camion_T5,48.0,157.0,-109.0
8004,LEON,5,Camion_T5,48.0,131.0,-83.0
8004,LEON,5,Camion_T5,48.0,107.0,-59.0
8004,LEON,5,Camion_T5,48.0,105.0,-57.0
8004,LEON,5,Camion_T5,48.0,85.0,-37.0
8013,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
8031,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8037,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8044,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
8075,LEON,5,Camion_T5,107.0,411.0,-304.0
8075,LEON,5,Camion_T5,107.0,157.0,-50.0
8075,LEON,5,Camion_T5,107.0,131.0,-24.0
8077,LEON,3,Camion_T3,33.0,291.0,-258.0
8077,LEON,3,Camion_T3,33.0,108.0,-75.0
8077,LEON,3,Camion_T3,33.0,87.0,-54.0
8077,LEON,3,Camion_T3,33.0,75.0,-42.0
8077,LEON,3,Camion_T3,33.0,72.0,-39.0
8077,LEON,3,Camion_T3,33.0,58.0,-25.0
8093,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8104,LEON,3,Camion_T3,58.0,291.0,-233.0
8104,LEON,3,Camion_T3,58.0,108.0,-50.0
8104,LEON,3,Camion_T3,58.0,87.0,-29.0
8104,LEON,3,Camion_T3,58.0,75.0,-17.0
8104,LEON,3,Camion_T3,58.0,72.0,-14.0
8107,LEON,5,Camion_T5,85.0,411.0,-326.0
8107,LEON,5,Camion_T5,85.0,157.0,-72.0
8107,LEON,5,Camion_T5,85.0,131.0,-46.0
8107,LEON,5,Camion_T5,85.0,107.0,-22.0
8107,LEON,5,Camion_T5,85.0,105.0,-20.0
8122,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
8123,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
8141,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
8142,LEON,4,Camion_T4,58.0,291.0,-233.0
8142,LEON,4,Camion_T4,58.0,108.0,-50.0
8142,LEON,4,Camion_T4,58.0,87.0,-29.0
8142,LEON,4,Camion_T4,58.0,75.0,-17.0
8142,LEON,4,Camion_T4,58.0,72.0,-14.0
8152,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
8156,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8157,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8169,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
8171,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8177,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8179,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8186,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
8200,JOROBAS,5,Camion_T5,254.0,364.0,-110.0
8230,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8241,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8255,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8263,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
8272,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8280,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
8286,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
8291,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8298,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8318,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
8326,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8349,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
8349,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
8354,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
8407,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
8438,CHAPALA,7,Camion_T7,213.0,244.0,-31.0
8445,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
8453,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8484,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8493,NARANJOS,9,Camion_T9,1369.0,651.0,718.0
8498,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8513,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
8557,CEBALLOS,2,Camion_T2,238.0,209.0,29.0
8566,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
8586,CHAPALA,7,Camion_T7,213.0,244.0,-31.0
8598,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
8606,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
8622,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8626,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8627,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8636,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8645,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8650,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
8660,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8661,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8663,JOROBAS,5,Camion_T5,254.0,364.0,-110.0
8671,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8689,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
8692,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
8708,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8720,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
8743,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8746,JOROBAS,5,Camion_T5,254.0,364.0,-110.0
8747,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8752,TEPOTZOTLAN,3,Camion_T3,234.0,471.0,-237.0
8756,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8766,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
8796,LOS CHORROS,2,Camion_T2,133.0,179.0,-46.0
8801,XONACATLAN,5,Camion_T5,160.0,429.0,-269.0
8801,XONACATLAN,5,Camion_T5,160.0,269.0,-109.0
8812,LA VENTA,5,Camion_T5,761.0,306.0,455.0
8850,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
8851,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8860,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
8868,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8871,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
8877,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
8904,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
8913,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
8923,XONACATLAN,5,Camion_T5,160.0,429.0,-269.0
8923,XONACATLAN,5,Camion_T5,160.0,269.0,-109.0
8929,ZACATECAS,9,Camion_T9,89.0,115.0,-26.0
8933,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
8946,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
8951,GUADALUPE,2,Camion_T2,119.0,162.0,-43.0
8989,PERIFERICO,2,Camion_T2,178.0,294.0,-116.0
8992,CHAPALA,4,Camion_T4,123.0,141.0,-18.0
8996,JOROBAS,5,Camion_T5,254.0,364.0,-110.0
9004,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9010,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9016,LOS CHORROS,2,Camion_T2,133.0,179.0,-46.0
9038,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9071,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
9071,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
9072,CUENCAME,4,Camion_T4,145.0,380.0,-235.0
9072,CUENCAME,4,Camion_T4,145.0,235.0,-90.0
9091,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
9115,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9120,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9134,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9150,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
9184,NARANJOS,9,Camion_T9,1369.0,651.0,718.0
9187,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9188,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9197,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9199,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9200,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
