Id,Caseta,Clase,Camion_Tipo,Importe,Tarifa_Esperada,Diferencia
9202,LOS CHORROS,9,Camion_T9,437.0,347.0,90.0
9206,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9207,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
9209,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9210,TEPOTZOTLAN,3,Camion_T3,234.0,471.0,-237.0
9211,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9219,JOROBAS,5,Camion_T5,254.0,364.0,-110.0
9245,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9246,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9257,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9261,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9273,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
9278,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9279,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9285,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
9290,TEPOTZOTLAN,9,Camion_T9,678.0,54.0,624.0
9296,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9320,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9348,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9358,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
9366,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
9405,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9421,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9422,NARANJOS,7,Camion_T7,1369.0,651.0,718.0
9467,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9480,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9493,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
9499,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9504,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9512,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
9512,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
9523,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9525,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9565,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9609,LEON,2,Camion_T2,108.0,291.0,-183.0
9631,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9643,LEON,2,Camion_T2,108.0,291.0,-183.0
9676,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9700,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
9700,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
9710,TEPATITLAN,9,Camion_T9,703.0,806.0,-103.0
9714,TEPATITLAN,9,Camion_T9,103.0,806.0,-703.0
9714,TEPATITLAN,9,Camion_T9,103.0,703.0,-600.0
9714,TEPATITLAN,9,Camion_T9,103.0,628.0,-525.0
9714,TEPATITLAN,9,Camion_T9,103.0,516.0,-413.0
9714,TEPATITLAN,9,Camion_T9,103.0,540.0,-437.0
9714,TEPATITLAN,9,Camion_T9,103.0,250.0,-147.0
9714,TEPATITLAN,9,Camion_T9,103.0,413.0,-310.0
9714,TEPATITLAN,9,Camion_T9,103.0,226.0,-123.0
9714,TEPATITLAN,9,Camion_T9,103.0,123.0,-20.0
9748,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9752,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9753,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9785,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
9786,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
9795,NARANJOS,6,Camion_T6,1189.0,565.0,624.0
9824,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
9825,NARANJOS,5,Camion_T5,1189.0,565.0,624.0
9853,PERIFERICO,9,Camion_T9,335.0,555.0,-220.0
9870,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
9873,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
9884,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9917,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
9930,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
9935,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
9960,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9976,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
9979,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
9997,SAN MARCOS,5,Camion_T5,75.0,628.0,-553.0
10012,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
10028,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
10029,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10037,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
10039,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
10055,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10056,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10057,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
10059,LEON,5,Camion_T5,131.0,411.0,-280.0
10059,LEON,5,Camion_T5,131.0,157.0,-26.0
10060,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
10074,CHAPALA,4,Camion_T4,123.0,141.0,-18.0
10087,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10098,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
10112,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
10120,AGUJITA-ALLENDE,9,Camion_T9,325.0,360.0,-35.0
10125,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
10154,TEPOTZOTLAN,9,Camion_T9,678.0,54.0,624.0
10155,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
10163,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
10164,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10179,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10184,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10188,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10191,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
10220,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10229,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
10240,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10252,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10270,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10271,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10277,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
10299,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10300,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10304,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10309,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
10322,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
10322,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
10323,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
10323,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
10329,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
10345,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
10347,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
10355,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10372,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
10372,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
10395,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
10412,LEON,3,Camion_T3,33.0,291.0,-258.0
10412,LEON,3,Camion_T3,33.0,108.0,-75.0
10412,LEON,3,Camion_T3,33.0,87.0,-54.0
10412,LEON,3,Camion_T3,33.0,75.0,-42.0
10412,LEON,3,Camion_T3,33.0,72.0,-39.0
10412,LEON,3,Camion_T3,33.0,58.0,-25.0
10414,CUENCAME,4,Camion_T4,145.0,380.0,-235.0
10414,CUENCAME,4,Camion_T4,145.0,235.0,-90.0
10417,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
10424,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
10440,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
10458,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
10465,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
10467,NARANJOS,3,Camion_T3,794.0,378.0,416.0
10473,PALMILLAS,3,Camion_T3,219.0,440.0,-221.0
10475,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
10488,JOROBAS,5,Camion_T5,254.0,364.0,-110.0
10521,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10547,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
10561,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10566,TEPOTZOTLAN,9,Camion_T9,678.0,54.0,624.0
10567,OCOTLAN,9,Camion_T9,668.0,839.0,-171.0
10567,OCOTLAN,9,Camion_T9,668.0,732.0,-64.0
10567,OCOTLAN,9,Camion_T9,668.0,629.0,39.0
10590,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
10594,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10595,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10596,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10597,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10603,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
10604,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
10606,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10613,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10640,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
10644,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10645,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10662,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
10665,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
10676,ZACATECAS,9,Camion_T9,89.0,115.0,-26.0
10693,OCOTLAN,9,Camion_T9,171.0,839.0,-668.0
10693,OCOTLAN,9,Camion_T9,171.0,732.0,-561.0
10693,OCOTLAN,9,Camion_T9,171.0,629.0,-458.0
10693,OCOTLAN,9,Camion_T9,171.0,668.0,-497.0
10693,OCOTLAN,9,Camion_T9,171.0,549.0,-378.0
10693,OCOTLAN,9,Camion_T9,171.0,549.0,-378.0
10693,OCOTLAN,9,Camion_T9,171.0,466.0,-295.0
10693,OCOTLAN,9,Camion_T9,171.0,378.0,-207.0
10693,OCOTLAN,9,Camion_T9,171.0,378.0,-207.0
10693,OCOTLAN,9,Camion_T9,171.0,259.0,-88.0
10693,OCOTLAN,9,Camion_T9,171.0,216.0,-45.0
10744,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
10749,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
10765,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
10828,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
10839,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
10871,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
10877,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
10894,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
10913,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
10916,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
10928,AGUJITA-ALLENDE,9,Camion_T9,325.0,360.0,-35.0
10959,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
10959,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
10960,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
10960,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
10978,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
10995,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
10998,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11022,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
11028,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11048,CHAPALA,6,Camion_T6,190.0,217.0,-27.0
11057,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
11057,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
11064,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11082,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11089,ZACATECAS,2,Camion_T2,115.0,64.0,51.0
11102,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
11119,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11146,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
11196,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11230,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
11261,PALMILLAS,3,Camion_T3,219.0,440.0,-221.0
11272,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11275,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11278,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11281,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11283,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11284,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11287,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
11296,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
11302,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11323,JOROBAS,5,Camion_T5,254.0,364.0,-110.0
11338,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11348,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11349,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11407,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11414,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11415,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
11421,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
11425,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11434,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11440,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11465,SAN MARCOS,5,Camion_T5,75.0,628.0,-553.0
11466,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11476,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
11489,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
11504,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11513,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
11515,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11517,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
11525,ZACATECAS,2,Camion_T2,115.0,64.0,51.0
11569,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
11574,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
11601,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
11603,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
11641,PALMILLAS BIS,3,Camion_T3,219.0,440.0,-221.0
11652,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
11655,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
11656,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
11657,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
11673,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11678,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11683,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
11693,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
11697,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
11698,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11728,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
11734,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
11736,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11743,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
11750,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11768,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11769,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11781,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11802,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
11802,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
11805,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
11811,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11812,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11835,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11844,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
11854,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
11857,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
11881,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
11910,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11912,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
11914,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
11916,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
11918,GUADALUPE,5,Camion_T5,235.0,310.0,-75.0
11931,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
11966,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12009,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
12015,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12031,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12041,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
12055,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12063,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12067,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
12090,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12106,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
12113,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
12114,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
12115,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12129,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12131,ZACATECAS,4,Camion_T4,115.0,89.0,26.0
12158,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
12162,MALPASITO,2,Camion_T2,180.0,153.0,27.0
12162,MALPASITO,2,Camion_T2,180.0,96.0,84.0
12162,MALPASITO,2,Camion_T2,180.0,87.0,93.0
12184,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
12196,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12208,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
12212,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
12214,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12221,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
12222,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
12231,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12240,LIB. OTE. S.L.P.,9,Camion_T9,138.0,444.0,-306.0
12241,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
12248,SAN MARCOS,5,Camion_T5,75.0,628.0,-553.0
12264,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12282,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12318,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
12332,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
12386,LIB. OTE. S.L.P.,9,Camion_T9,138.0,444.0,-306.0
12388,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
12419,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
12419,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
12421,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
12421,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
12423,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
12423,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
12447,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
12480,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12504,PALMILLAS,3,Camion_T3,219.0,440.0,-221.0
12558,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
12579,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12582,LEON,5,Camion_T5,157.0,411.0,-254.0
12595,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
12616,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12621,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12669,CHAPALA,4,Camion_T4,123.0,141.0,-18.0
12681,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
12691,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12713,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12740,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
12752,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12769,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12785,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12795,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12825,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12826,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12827,PALMILLAS BIS,3,Camion_T3,219.0,440.0,-221.0
12831,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
12863,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12866,PASO DEL TORO,9,Camion_T9,253.0,307.0,-54.0
12877,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
12877,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
12882,PASO DEL TORO,9,Camion_T9,253.0,307.0,-54.0
12890,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
12900,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
12936,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12938,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12942,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
12945,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
12956,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
12968,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
12977,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12991,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
12996,LEON,5,Camion_T5,85.0,411.0,-326.0
12996,LEON,5,Camion_T5,85.0,157.0,-72.0
12996,LEON,5,Camion_T5,85.0,131.0,-46.0
12996,LEON,5,Camion_T5,85.0,107.0,-22.0
12996,LEON,5,Camion_T5,85.0,105.0,-20.0
13001,LEON,5,Camion_T5,85.0,411.0,-326.0
13001,LEON,5,Camion_T5,85.0,157.0,-72.0
13001,LEON,5,Camion_T5,85.0,131.0,-46.0
13001,LEON,5,Camion_T5,85.0,107.0,-22.0
13001,LEON,5,Camion_T5,85.0,105.0,-20.0
13003,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13010,LEON,5,Camion_T5,157.0,411.0,-254.0
13026,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13029,LEON,3,Camion_T3,58.0,291.0,-233.0
13029,LEON,3,Camion_T3,58.0,108.0,-50.0
13029,LEON,3,Camion_T3,58.0,87.0,-29.0
13029,LEON,3,Camion_T3,58.0,75.0,-17.0
13029,LEON,3,Camion_T3,58.0,72.0,-14.0
13032,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13044,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13046,GUADALUPE,5,Camion_T5,235.0,310.0,-75.0
13067,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
13089,LEON,3,Camion_T3,58.0,291.0,-233.0
13089,LEON,3,Camion_T3,58.0,108.0,-50.0
13089,LEON,3,Camion_T3,58.0,87.0,-29.0
13089,LEON,3,Camion_T3,58.0,75.0,-17.0
13089,LEON,3,Camion_T3,58.0,72.0,-14.0
13093,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
13093,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
13107,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
13109,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
13113,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
13138,LEON,3,Camion_T3,58.0,291.0,-233.0
13138,LEON,3,Camion_T3,58.0,108.0,-50.0
13138,LEON,3,Camion_T3,58.0,87.0,-29.0
13138,LEON,3,Camion_T3,58.0,75.0,-17.0
13138,LEON,3,Camion_T3,58.0,72.0,-14.0
13144,AGUJITA-ALLENDE,9,Camion_T9,325.0,360.0,-35.0
13156,LEON,5,Camion_T5,85.0,411.0,-326.0
13156,LEON,5,Camion_T5,85.0,157.0,-72.0
13156,LEON,5,Camion_T5,85.0,131.0,-46.0
13156,LEON,5,Camion_T5,85.0,107.0,-22.0
13156,LEON,5,Camion_T5,85.0,105.0,-20.0
13163,LEON,3,Camion_T3,58.0,291.0,-233.0
13163,LEON,3,Camion_T3,58.0,108.0,-50.0
13163,LEON,3,Camion_T3,58.0,87.0,-29.0
13163,LEON,3,Camion_T3,58.0,75.0,-17.0
13163,LEON,3,Camion_T3,58.0,72.0,-14.0
13173,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13181,LEON,5,Camion_T5,85.0,411.0,-326.0
13181,LEON,5,Camion_T5,85.0,157.0,-72.0
13181,LEON,5,Camion_T5,85.0,131.0,-46.0
13181,LEON,5,Camion_T5,85.0,107.0,-22.0
13181,LEON,5,Camion_T5,85.0,105.0,-20.0
13186,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
13195,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13199,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13201,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13212,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13230,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
13237,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13240,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
13244,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13257,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
13260,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
13286,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13296,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13298,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
13298,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
13301,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13303,PASO DEL TORO,9,Camion_T9,253.0,307.0,-54.0
13305,PASO DEL TORO,9,Camion_T9,253.0,307.0,-54.0
13328,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
