Id,Caseta,Clase,Camion_Tipo,Importe
7813,CHAPULTEPEC,1,Camion_T1,224.0
7815,SAN MARTIN TEXMELUCAN,5,Camion_T5,1149.0
7816,SANCTORUM,9,Camion_T9,1610.0
7817,SANCTORUM,6,Camion_T6,334.0
7818,AMOZOC-PEROTE,1,Camion_T1,179.0
7819,QUERETARO,9,Camion_T9,544.0
7820,CTO. EXT. MEXIQUENSE,1,Camion_T1,190.0
7821,APODACA,9,Camion_T9,874.0
7822,ARMERIA VIAPASS,1,Camion_T1,662.0
7824,AMOZOC-PEROTE,1,Camion_T1,542.0
7826,RAYON,1,Camion_T1,196.0
7832,CTO. EXT. MEXIQUENSE,1,Camion_T1,450.0
7833,LINCOLN,5,Camion_T5,207.0
7835,LIB. ARCO NT. SLP,1,Camion_T1,100.0
7836,CALDERON,5,Camion_T5,382.0
7841,AMOZOC-PEROTE,1,Camion_T1,241.0
7848,TEJOCOTAL EASYTRIP,1,Camion_T1,262.0
7853,CHICHIMECO,1,Camion_T1,241.0
7854,PLAN DE RIO,1,Camion_T1,104.0
7855,CTO. EXT. MEXIQUENSE,1,Camion_T1,462.0
7860,LINCOLN,9,Camion_T9,1240.0
7862,S.MARTIN PUE.,5,Camion_T5,238.0
7867,QUERETARO,5,Camion_T5,387.0
7868,ARMERIA VIAPASS,1,Camion_T1,662.0
7869,LIB. SUR PTE. QRO,9,Camion_T9,486.0
7871,SANCTORUM,5,Camion_T5,1086.0
7875,QUERETARO,9,Camion_T9,544.0
7877,CTO. EXT. MEXIQUENSE,1,Camion_T1,450.0
7879,LIB. PUEBLA,1,Camion_T1,342.0
7880,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
7882,ECATEPEC VIAPASS,1,Camion_T1,624.0
7884,SANCTORUM,5,Camion_T5,1086.0
7885,CTO. EXT. MEXIQUENSE,1,Camion_T1,38.0
7886,APASEO EL GRANDE,5,Camion_T5,636.0
7888,CTO. EXT. MEXIQUENSE,1,Camion_T1,190.0
7891,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
7892,TIZAYUCA EASYTRIP,1,Camion_T1,418.0
7893,S.MARTIN PUE.,5,Camion_T5,238.0
7895,CTO. EXT. MEXIQUENSE,1,Camion_T1,195.0
7896,OJO CALIENTE I,4,Camion_T4,118.0
7898,LIB. PUEBLA,1,Camion_T1,342.0
7899,ARMERIA VIAPASS,1,Camion_T1,1047.0
7902,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
7904,ENCARNACION DE DIAZ,5,Camion_T5,417.0
7906,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
7908,TORREON,4,Camion_T4,47.0
7909,CTO. EXT. MEXIQUENSE,1,Camion_T1,81.0
7910,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
7913,TIZAYUCA EASYTRIP,1,Camion_T1,276.0
7915,S.MARTIN PUE.,5,Camion_T5,238.0
7918,CTO. EXT. MEXIQUENSE,1,Camion_T1,81.0
7920,CTO. EXT. MEXIQUENSE,1,Camion_T1,80.0
7921,CTO. EXT. MEXIQUENSE,1,Camion_T1,184.0
7922,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
7923,SAN MARTIN TEXMELUCAN,5,Camion_T5,1440.0
7924,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
7925,XONACATLAN,1,Camion_T1,40.0
7926,LINCOLN,5,Camion_T5,516.0
7927,CTO. EXT. MEXIQUENSE,1,Camion_T1,364.0
7928,ECATEPEC VIAPASS,1,Camion_T1,930.0
7929,SAN MARTIN TEXMELUCAN,5,Camion_T5,789.0
7930,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
7931,ARMERIA VIAPASS,1,Camion_T1,662.0
7933,CERRILLO,2,Camion_T2,522.0
7935,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
7938,CTO. EXT. MEXIQUENSE,1,Camion_T1,162.0
7939,ENCARNACION DE DIAZ,5,Camion_T5,417.0
7940,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
7941,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
7944,ANE EASYTRIP,1,Camion_T1,202.0
7946,TEXCOCO,1,Camion_T1,185.0
7947,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
7949,CTO. EXT. MEXIQUENSE,1,Camion_T1,80.0
7950,APODACA,5,Camion_T5,191.0
7951,TIZAYUCA EASYTRIP,1,Camion_T1,418.0
7955,ECATEPEC VIAPASS,1,Camion_T1,930.0
7956,LINCOLN,5,Camion_T5,516.0
7957,CTO. EXT. MEXIQUENSE,1,Camion_T1,113.0
7961,SANCTORUM,5,Camion_T5,334.0
7962,ANE EASYTRIP,1,Camion_T1,193.0
7963,LA CARBONERA,1,Camion_T1,51.0
7964,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
7965,LIB. SUR DE GUAD.,9,Camion_T9,190.0
7966,ECATEPEC VIAPASS,1,Camion_T1,514.0
7967,CHAMAPA CAPUFE,2,Camion_T2,166.0
7968,ARMERIA VIAPASS,1,Camion_T1,1047.0
7969,CTO. EXT. MEXIQUENSE,1,Camion_T1,236.0
7970,SIERVO DE LA NACIÓN,1,Camion_T1,55.0
7971,AMOZOC-PEROTE,1,Camion_T1,293.0
7973,CTO. EXT. MEXIQUENSE,1,Camion_T1,536.0
7976,ARMERIA VIAPASS,1,Camion_T1,662.0
7977,SANCTORUM,9,Camion_T9,482.0
7978,AMOZOC-PEROTE,1,Camion_T1,241.0
7980,QUERETARO ARCO NORTE,5,Camion_T5,577.0
7983,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
7985,TULANCINGO,5,Camion_T5,334.0
7986,AMOZOC-PEROTE,1,Camion_T1,136.0
7987,APODACA,5,Camion_T5,191.0
7989,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
7990,CTO. EXT. MEXIQUENSE,1,Camion_T1,881.0
7991,CTO. EXT. MEXIQUENSE,1,Camion_T1,259.0
7993,CTO. EXT. MEXIQUENSE,1,Camion_T1,38.0
7994,ENCARNACION DE DIAZ,5,Camion_T5,417.0
7995,LIB. MATEHUALA,5,Camion_T5,132.0
7996,LIB. SUR DE GUAD.,5,Camion_T5,175.0
7999,CTO. EXT. MEXIQUENSE,1,Camion_T1,259.0
8000,ECATEPEC VIAPASS,1,Camion_T1,210.0
8003,CTO. EXT. MEXIQUENSE,1,Camion_T1,184.0
8005,ARMERIA VIAPASS,1,Camion_T1,1047.0
8006,JUÁREZ,5,Camion_T5,248.0
8007,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
8008,CTO. EXT. MEXIQUENSE,1,Camion_T1,38.0
8009,ECATEPEC VIAPASS,1,Camion_T1,514.0
8011,CTO. EXT. MEXIQUENSE,1,Camion_T1,38.0
8012,CTO. EXT. MEXIQUENSE,1,Camion_T1,81.0
8015,ARMERIA VIAPASS,1,Camion_T1,483.0
8019,JUÁREZ,1,Camion_T1,172.0
8020,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8021,TULANCINGO,1,Camion_T1,122.0
8024,APODACA,5,Camion_T5,482.0
8025,CTO. EXT. MEXIQUENSE,1,Camion_T1,259.0
8026,CTO. EXT. MEXIQUENSE,1,Camion_T1,80.0
8027,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
8028,APODACA,1,Camion_T1,174.0
8029,CTO. EXT. MEXIQUENSE,1,Camion_T1,259.0
8030,ECATEPEC VIAPASS,1,Camion_T1,930.0
8032,CTO. EXT. MEXIQUENSE,1,Camion_T1,184.0
8033,LINCOLN,5,Camion_T5,516.0
8034,REVOLUCION EASYTRIP,1,Camion_T1,78.0
8035,AMOZOC-PEROTE,1,Camion_T1,542.0
8036,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
8041,SAN PEDRO TORREON,4,Camion_T4,162.0
8043,ARMERIA VIAPASS,1,Camion_T1,662.0
8045,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
8047,ATLACOMULCO-LIB QRO,9,Camion_T9,950.0
8048,VENTURA - EL PEYOTE,5,Camion_T5,312.0
8049,AMOZOC-PEROTE,1,Camion_T1,179.0
8053,APODACA,5,Camion_T5,191.0
8054,ARMERIA VIAPASS,1,Camion_T1,483.0
8056,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
8059,SANCTORUM,2,Camion_T2,212.0
8060,QUERETARO ARCO NORTE,5,Camion_T5,1086.0
8061,LIB. SUR PTE. QRO,9,Camion_T9,486.0
8062,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
8065,QUERETARO,7,Camion_T7,544.0
8066,AMOZOC-PEROTE,1,Camion_T1,136.0
8067,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
8068,ARMERIA VIAPASS,1,Camion_T1,1047.0
8069,ECATEPEC VIAPASS,1,Camion_T1,930.0
8073,CTO. EXT. MEXIQUENSE,1,Camion_T1,364.0
8078,QUERETARO,6,Camion_T6,544.0
8079,QUERETARO,5,Camion_T5,387.0
8080,S.MARTIN PUE.,5,Camion_T5,238.0
8081,S.MARTIN PUE.,5,Camion_T5,238.0
8083,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
8086,TULANCINGO,9,Camion_T9,482.0
8088,ARMERIA VIAPASS,1,Camion_T1,1047.0
8089,AMOZOC-PEROTE,1,Camion_T1,382.0
8090,QUERETARO,7,Camion_T7,544.0
8097,ARMERIA VIAPASS,1,Camion_T1,1047.0
8098,ECATEPEC VIAPASS,1,Camion_T1,210.0
8103,PLAN DE RIO,1,Camion_T1,221.0
8105,LA ANTIGUA,1,Camion_T1,300.0
8106,APASEO EL GRANDE,5,Camion_T5,636.0
8108,QUERETARO ARCO NORTE,5,Camion_T5,350.0
8115,CTO. EXT. MEXIQUENSE,1,Camion_T1,450.0
8116,CTO. EXT. MEXIQUENSE,1,Camion_T1,450.0
8118,ANE EASYTRIP,1,Camion_T1,195.0
8119,CUENCAME,1,Camion_T1,70.0
8124,CTO. EXT. MEXIQUENSE,1,Camion_T1,190.0
8125,AMOZOC-PEROTE,1,Camion_T1,293.0
8126,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
8128,CTO. EXT. MEXIQUENSE,1,Camion_T1,190.0
8129,ENCARNACION DE DIAZ,5,Camion_T5,417.0
8132,CTO. EXT. MEXIQUENSE,1,Camion_T1,195.0
8133,CTO. EXT. MEXIQUENSE,1,Camion_T1,195.0
8135,LA ANTIGUA,1,Camion_T1,300.0
8138,QUERETARO,5,Camion_T5,387.0
8139,OJO CALIENTE I,5,Camion_T5,221.0
8143,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
8144,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
8145,DOVALI,1,Camion_T1,40.0
8147,QUERETARO,6,Camion_T6,544.0
8148,PLAN DE RIO,1,Camion_T1,258.0
8149,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
8150,PLAN DE RIO,1,Camion_T1,104.0
8151,QUERETARO,3,Camion_T3,197.0
8155,TORREON,5,Camion_T5,84.0
8161,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8162,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8163,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
8164,QUERETARO ARCO NORTE,9,Camion_T9,1610.0
8165,QUERETARO ARCO NORTE,9,Camion_T9,1610.0
8173,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
8175,ATLACOMULCO-LIB QRO,4,Camion_T4,469.0
8176,LA ANTIGUA,1,Camion_T1,431.0
8183,ENCARNACION DE DIAZ,5,Camion_T5,417.0
8184,LIB. SUR DE GUAD.,9,Camion_T9,190.0
8187,ANE EASYTRIP,1,Camion_T1,168.0
8191,QUERETARO ARCO NORTE,5,Camion_T5,350.0
8192,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
8194,CTO. EXT. MEXIQUENSE,1,Camion_T1,236.0
8198,ARMERIA VIAPASS,1,Camion_T1,1047.0
8202,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
8203,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
8205,ATLACOMULCO,7,Camion_T7,567.0
8207,LA ANTIGUA,1,Camion_T1,125.0
8208,ECATEPEC VIAPASS,1,Camion_T1,210.0
8209,CHICHIMECO,1,Camion_T1,241.0
8211,APODACA,5,Camion_T5,191.0
8212,ECATEPEC VIAPASS,1,Camion_T1,930.0
8213,ECATEPEC VIAPASS,1,Camion_T1,930.0
8220,QUERETARO,5,Camion_T5,387.0
8222,QUERETARO ARCO NORTE,9,Camion_T9,1610.0
8223,RAYON,1,Camion_T1,196.0
8225,SAN PEDRO TORREON,5,Camion_T5,237.0
8226,ANE EASYTRIP,1,Camion_T1,202.0
8227,TULANCINGO,9,Camion_T9,482.0
8228,TULANCINGO,9,Camion_T9,1695.0
8231,TULANCINGO,1,Camion_T1,122.0
8232,PLAN DE RIO,1,Camion_T1,221.0
8234,LIB. SUR DE GUAD.,9,Camion_T9,190.0
8237,AMOZOC-PEROTE,1,Camion_T1,179.0
8238,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
8239,SAN JULIÁN,1,Camion_T1,119.0
8240,CHAPULTEPEC,1,Camion_T1,224.0
8243,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
8244,ECATEPEC VIAPASS,1,Camion_T1,514.0
8245,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8246,AMOZOC-PEROTE,1,Camion_T1,241.0
8248,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
8249,APODACA,5,Camion_T5,191.0
8251,APODACA,1,Camion_T1,174.0
8254,TULANCINGO,5,Camion_T5,334.0
8259,QUERETARO,5,Camion_T5,387.0
8262,QUERETARO ARCO NORTE,5,Camion_T5,1086.0
8267,JUÁREZ,1,Camion_T1,172.0
8270,APODACA,5,Camion_T5,191.0
8273,AMOZOC-PEROTE,1,Camion_T1,382.0
8274,QUERETARO ARCO NORTE,5,Camion_T5,1086.0
8276,AMOZOC-PEROTE,1,Camion_T1,136.0
8281,AMOZOC-PEROTE,1,Camion_T1,382.0
8283,QUERETARO,7,Camion_T7,544.0
8284,QUERETARO ARCO NORTE,9,Camion_T9,1610.0
8287,AMOZOC-PEROTE,1,Camion_T1,179.0
8288,AMOZOC-PEROTE,1,Camion_T1,241.0
8289,AMOZOC-PEROTE,1,Camion_T1,542.0
8292,LIB. SUR DE GUAD.,6,Camion_T6,175.0
8294,AMOZOC-PEROTE,1,Camion_T1,241.0
8295,AMOZOC-PEROTE,1,Camion_T1,179.0
8297,LIB. SUR DE GUAD.,9,Camion_T9,190.0
8299,PLAN DE RIO,1,Camion_T1,221.0
8300,AMOZOC-PEROTE,1,Camion_T1,241.0
8301,AMOZOC-PEROTE,1,Camion_T1,241.0
8304,LIB. MATEHUALA,5,Camion_T5,132.0
8307,AMOZOC-PEROTE,1,Camion_T1,542.0
8310,CTO. EXT. MEXIQUENSE,1,Camion_T1,38.0
8311,ARRIAGA VIAP,1,Camion_T1,165.0
8313,LIB. MATEHUALA,5,Camion_T5,132.0
8316,CTO. EXT. MEXIQUENSE,1,Camion_T1,259.0
8321,SANCTORUM,5,Camion_T5,334.0
8323,AMOZOC-PEROTE,1,Camion_T1,293.0
8324,CTO. EXT. MEXIQUENSE,1,Camion_T1,184.0
8327,PLAN DE RIO,1,Camion_T1,258.0
8328,LA ANTIGUA,1,Camion_T1,300.0
8331,CTO. EXT. MEXIQUENSE,1,Camion_T1,81.0
8332,AMOZOC-PEROTE,1,Camion_T1,241.0
8334,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8336,ARMERIA VIAPASS,1,Camion_T1,662.0
8344,AMOZOC-PEROTE,1,Camion_T1,179.0
8345,JIQUIPILAS VIAP,1,Camion_T1,405.0
8351,AMOZOC-PEROTE,1,Camion_T1,382.0
8352,ARRIAGA VIAP,1,Camion_T1,165.0
8358,COITA VIAP,1,Camion_T1,175.0
8359,AMOZOC-PEROTE,1,Camion_T1,542.0
8360,AMOZOC-PEROTE,1,Camion_T1,542.0
8362,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
8364,ECATEPEC VIAPASS,1,Camion_T1,514.0
8366,LIB. SUR DE GUAD.,6,Camion_T6,175.0
8367,AMOZOC-PEROTE,1,Camion_T1,542.0
8368,AMOZOC-PEROTE,1,Camion_T1,542.0
8369,AMOZOC-PEROTE,1,Camion_T1,382.0
8372,TORREON,5,Camion_T5,84.0
8373,PLAN DE RIO,1,Camion_T1,104.0
8374,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8375,SAN PEDRO TORREON,5,Camion_T5,415.0
8377,PLAN DE RIO,1,Camion_T1,221.0
8379,VENTURA - EL PEYOTE,5,Camion_T5,312.0
8382,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
8383,LEON GUZMAN,5,Camion_T5,801.0
8384,OCOZOCUAUTLA,5,Camion_T5,241.0
8388,LA ANTIGUA,1,Camion_T1,300.0
8389,OJO CALIENTE I,5,Camion_T5,221.0
8390,ARMERIA VIAPASS,1,Camion_T1,662.0
8391,LA ANTIGUA,1,Camion_T1,431.0
8392,JIQUIPILAS VIAP,1,Camion_T1,405.0
8397,LIB. SUR DE GUAD.,7,Camion_T7,190.0
8400,COITA VIAP,1,Camion_T1,175.0
8402,APASEO EL GRANDE,5,Camion_T5,636.0
8403,PLAN DE RIO,1,Camion_T1,221.0
8404,PLAN DE RIO,1,Camion_T1,258.0
8409,LIB. ARCO NT. SLP,5,Camion_T5,266.0
8413,LIB. MATEHUALA,5,Camion_T5,132.0
8418,OCOZOCUAUTLA,5,Camion_T5,241.0
8419,LINCOLN,9,Camion_T9,1240.0
8420,LIB. SUR DE GUAD.,7,Camion_T7,190.0
8426,APASEO EL GRANDE,9,Camion_T9,950.0
8428,PLAN DE RIO,1,Camion_T1,258.0
8429,PLAN DE RIO,1,Camion_T1,258.0
8431,PLAN DE RIO,1,Camion_T1,258.0
8435,PLAN DE RIO,1,Camion_T1,221.0
8436,QUERETARO,5,Camion_T5,387.0
8437,APODACA,9,Camion_T9,874.0
8439,LIB. MATEHUALA,5,Camion_T5,132.0
8440,LIB. MATEHUALA,5,Camion_T5,132.0
8443,PLAN DE RIO,1,Camion_T1,258.0
8444,PLAN DE RIO,1,Camion_T1,258.0
8454,LA ANTIGUA,1,Camion_T1,431.0
8463,JILOTEPEC,3,Camion_T3,32.0
8466,ENCARNACION DE DIAZ,5,Camion_T5,417.0
8468,AMOZOC-PEROTE,1,Camion_T1,382.0
8469,AMOZOC-PEROTE,1,Camion_T1,542.0
8473,AMOZOC-PEROTE,1,Camion_T1,241.0
8474,VENTURA - EL PEYOTE,5,Camion_T5,312.0
8476,LA ANTIGUA,1,Camion_T1,431.0
8478,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8479,LA ANTIGUA,1,Camion_T1,125.0
8480,OCOZOCUAUTLA,5,Camion_T5,241.0
8481,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8482,LA ANTIGUA,1,Camion_T1,300.0
8483,JUÁREZ,9,Camion_T9,520.0
8485,APODACA,5,Camion_T5,482.0
8488,AMOZOC-PEROTE,1,Camion_T1,179.0
8489,AMOZOC-PEROTE,1,Camion_T1,241.0
8496,LEON GUZMAN,1,Camion_T1,238.0
8497,AMOZOC-PEROTE,1,Camion_T1,179.0
8500,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8506,LIB. MATEHUALA,5,Camion_T5,132.0
8514,ARMERIA VIAPASS,1,Camion_T1,1047.0
8515,TUXPAN EASYTRIP,1,Camion_T1,368.0
8517,LA ANTIGUA,1,Camion_T1,431.0
8518,LA ANTIGUA,1,Camion_T1,431.0
8519,JUÁREZ,5,Camion_T5,248.0
8520,BERMEJILLOS,1,Camion_T1,154.0
8522,MIAHUAPAN,1,Camion_T1,678.0
8523,LA ANTIGUA,1,Camion_T1,300.0
8524,AMOZOC-PEROTE,1,Camion_T1,542.0
8525,ARMERIA VIAPASS,1,Camion_T1,803.0
8529,LA ANTIGUA,1,Camion_T1,431.0
8531,ARMERIA VIAPASS,1,Camion_T1,909.0
8534,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
8536,LIB. MATEHUALA,5,Camion_T5,132.0
8538,EL PIÑAL,1,Camion_T1,678.0
8542,CTO. EXT. MEXIQUENSE,1,Camion_T1,364.0
8544,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
8546,APASEO EL GRANDE,5,Camion_T5,636.0
8547,AMOZOC-PEROTE,1,Camion_T1,382.0
8549,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8550,LA ANTIGUA,1,Camion_T1,431.0
8560,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8563,PLAN DE RIO,1,Camion_T1,221.0
8568,TEJOCOTAL EASYTRIP,1,Camion_T1,262.0
8569,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8570,PLAN DE RIO,1,Camion_T1,258.0
8575,LIB. SUR DE GUAD.,9,Camion_T9,190.0
8576,LA ANTIGUA,1,Camion_T1,300.0
8577,LIB. SUR DE GUAD.,7,Camion_T7,190.0
8578,ARMERIA VIAPASS,1,Camion_T1,662.0
8580,SANCTORUM,5,Camion_T5,334.0
8581,SANCTORUM,9,Camion_T9,482.0
8587,QUERETARO,5,Camion_T5,387.0
8590,ARMERIA VIAPASS,1,Camion_T1,1047.0
8593,QUERETARO ARCO NORTE,5,Camion_T5,1086.0
8595,CTO. EXT. MEXIQUENSE,1,Camion_T1,80.0
8597,ECATEPEC VIAPASS,1,Camion_T1,930.0
8599,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
8601,CTO. EXT. MEXIQUENSE,1,Camion_T1,236.0
8603,LA ANTIGUA,1,Camion_T1,431.0
8607,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
8609,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
8610,CTO. EXT. MEXIQUENSE,1,Camion_T1,80.0
8611,ECATEPEC VIAPASS,1,Camion_T1,514.0
8613,ECATEPEC VIAPASS,1,Camion_T1,930.0
8614,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8615,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
8616,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
8618,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
8620,CTO. EXT. MEXIQUENSE,1,Camion_T1,236.0
8621,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8623,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
8628,CTO. EXT. MEXIQUENSE,1,Camion_T1,184.0
8629,CTO. EXT. MEXIQUENSE,1,Camion_T1,195.0
8630,LIB. SUR PTE. QRO,5,Camion_T5,345.0
8631,LA ANTIGUA,1,Camion_T1,300.0
8633,CTO. EXT. MEXIQUENSE,1,Camion_T1,190.0
8635,CTO. EXT. MEXIQUENSE,1,Camion_T1,259.0
8640,CTO. EXT. MEXIQUENSE,1,Camion_T1,450.0
8642,SAN JULIÁN,1,Camion_T1,119.0
8643,CTO. EXT. MEXIQUENSE,1,Camion_T1,336.0
8644,PLAN DE RIO,1,Camion_T1,221.0
8653,SAN JULIÁN,1,Camion_T1,119.0
8654,SAN JULIÁN,1,Camion_T1,119.0
8656,ARMERIA VIAPASS,1,Camion_T1,909.0
8657,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8665,LA ANTIGUA,1,Camion_T1,300.0
8668,ARMERIA VIAPASS,1,Camion_T1,909.0
8672,LA ANTIGUA,1,Camion_T1,300.0
8678,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
8681,AMOZOC-PEROTE,1,Camion_T1,382.0
8682,PLAN DE RIO,1,Camion_T1,221.0
8685,LIB. SUR DE GUAD.,5,Camion_T5,175.0
8688,JIMENEZ,1,Camion_T1,43.0
8690,PLAN DE RIO,1,Camion_T1,221.0
8691,CALDERON,5,Camion_T5,382.0
8693,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
8695,ARMERIA VIAPASS,1,Camion_T1,662.0
8696,SACRAMENTO,1,Camion_T1,44.0
8697,ANE EASYTRIP,1,Camion_T1,202.0
8698,AMOZOC-PEROTE,1,Camion_T1,179.0
8702,ATLACOMULCO,5,Camion_T5,350.0
8703,ECATEPEC VIAPASS,1,Camion_T1,514.0
8705,AMOZOC-PEROTE,1,Camion_T1,382.0
8709,APODACA,5,Camion_T5,191.0
8711,TULANCINGO,5,Camion_T5,334.0
8713,SANCTORUM,5,Camion_T5,1086.0
8714,AMOZOC-PEROTE,1,Camion_T1,179.0
8719,AMOZOC-PEROTE,1,Camion_T1,382.0
8722,CALDERON,5,Camion_T5,382.0
8723,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
8726,ATLACOMULCO,5,Camion_T5,350.0
8728,SANCTORUM,1,Camion_T1,552.0
8729,LIB. SUR DE GUAD.,4,Camion_T4,113.0
8730,LIB. SUR DE GUAD.,4,Camion_T4,113.0
8731,AMOZOC-PEROTE,1,Camion_T1,179.0
8733,AMOZOC-PEROTE,1,Camion_T1,179.0
8734,ARMERIA VIAPASS,1,Camion_T1,1002.0
8735,ARMERIA VIAPASS,1,Camion_T1,662.0
8739,ENTRONQUE PEÑON,1,Camion_T1,140.0
8740,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
8742,AMOZOC-PEROTE,1,Camion_T1,382.0
8744,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8745,VENTURA - EL PEYOTE,2,Camion_T2,202.0
8751,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
8753,LA ANTIGUA,1,Camion_T1,300.0
8759,QUERETARO,3,Camion_T3,197.0
8760,PLAN DE RIO,1,Camion_T1,104.0
8761,LA ANTIGUA,1,Camion_T1,300.0
8762,SANCTORUM,5,Camion_T5,334.0
8764,PLAN DE RIO,1,Camion_T1,221.0
8767,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
8768,LIB. MATEHUALA,2,Camion_T2,70.0
8769,PLAN DE RIO,1,Camion_T1,221.0
8770,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8771,APODACA,5,Camion_T5,191.0
8774,ECATEPEC VIAPASS,1,Camion_T1,624.0
8777,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
8778,LIB. SUR DE GUAD.,8,Camion_T8,190.0
8779,ECATEPEC VIAPASS,1,Camion_T1,514.0
8781,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
8782,AMOZOC-PEROTE,1,Camion_T1,382.0
8783,LIB. MATEHUALA,5,Camion_T5,132.0
8784,CHAPULTEPEC,1,Camion_T1,224.0
8785,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
8786,TULANCINGO,6,Camion_T6,614.0
8787,RAYON,1,Camion_T1,196.0
8788,CHAPULTEPEC,1,Camion_T1,224.0
8789,SAN MIGUEL,1,Camion_T1,257.0
8793,CHAMAPA AUTOVAN,5,Camion_T5,938.0
8795,ARMERIA VIAPASS,1,Camion_T1,662.0
8798,AMOZOC-PEROTE,1,Camion_T1,382.0
8800,LA ANTIGUA,1,Camion_T1,300.0
8802,RAYON,1,Camion_T1,196.0
8803,QUERETARO,5,Camion_T5,387.0
8805,S.MARTIN PUE.,5,Camion_T5,238.0
8806,AMOZOC-PEROTE,1,Camion_T1,179.0
8808,SAN JULIÁN,1,Camion_T1,119.0
8815,TULA I,5,Camion_T5,217.0
8822,LA ANTIGUA,1,Camion_T1,431.0
8825,AMOZOC-PEROTE,1,Camion_T1,179.0
8828,LIB. MATEHUALA,5,Camion_T5,132.0
8829,PLAN DE RIO,1,Camion_T1,258.0
8831,OCOZOCUAUTLA,5,Camion_T5,241.0
