Id,Caseta,Clase,Camion_Tipo,Importe
10,ATLACOMULCO,5,Camion_T5,350.0
11,VENTURA - EL PEYOTE,5,Camion_T5,312.0
15,ENCARNACION DE DIAZ,5,Camion_T5,417.0
16,LA HINCADA,5,Camion_T5,303.0
17,ENCARNACION DE DIAZ,4,Camion_T4,291.0
19,CERRO GORDO,1,Camion_T1,58.0
24,CTO. EXT. MEXIQUENSE,1,Camion_T1,80.0
25,SN M TEXMELUCAN VIAPASS,1,Camion_T1,448.0
26,APASEO EL GRANDE,4,Camion_T4,469.0
27,SAN MARTIN TEXMELUCAN,9,Camion_T9,2568.0
28,ECATEPEC VIAPASS,1,Camion_T1,930.0
30,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
31,ARMERIA VIAPASS,1,Camion_T1,662.0
33,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
35,JUÁREZ,5,Camion_T5,248.0
38,QUERETARO,4,Camion_T4,387.0
39,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
40,ECATEPEC VIAPASS,1,Camion_T1,514.0
42,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
43,CHICHIMECO,1,Camion_T1,161.0
45,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
48,ARMERIA VIAPASS,1,Camion_T1,1002.0
50,AMOZOC-PEROTE,1,Camion_T1,382.0
51,SAN FELIPE,5,Camion_T5,190.0
54,LIB. SUR PTE. QRO,9,Camion_T9,486.0
58,CALDERON,5,Camion_T5,382.0
60,LA ANTIGUA,1,Camion_T1,300.0
63,ANE EASYTRIP,1,Camion_T1,305.0
64,ARMERIA VIAPASS,1,Camion_T1,1047.0
66,PLAN DE RIO,1,Camion_T1,221.0
67,ECATEPEC VIAPASS,1,Camion_T1,514.0
68,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
69,QUERETARO,9,Camion_T9,544.0
70,ENT GRAN CANAL EASYT,1,Camion_T1,63.0
71,LIB. SUR PTE. QRO,5,Camion_T5,345.0
73,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
74,PLAN DE RIO,1,Camion_T1,221.0
75,TULANCINGO,5,Camion_T5,334.0
78,LIB. PUEBLA,1,Camion_T1,145.0
80,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
81,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
83,SAN MIGUEL,1,Camion_T1,257.0
85,APASEO EL GRANDE,5,Camion_T5,636.0
86,CERRO GORDO,1,Camion_T1,58.0
87,LIB. MATEHUALA,5,Camion_T5,132.0
88,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
89,VENTURA - EL PEYOTE,5,Camion_T5,312.0
92,S.MARTIN PUE.,1,Camion_T1,103.0
95,SAN MARTIN TEXMELUCAN,4,Camion_T4,1117.0
96,SANCTORUM,9,Camion_T9,1610.0
97,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
101,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
102,AMOZOC-PEROTE,1,Camion_T1,168.0
103,AMOZOC-PEROTE,1,Camion_T1,232.0
104,LA ANTIGUA,1,Camion_T1,300.0
105,ARMERIA VIAPASS,1,Camion_T1,590.0
107,APASEO EL GRANDE,1,Camion_T1,178.0
111,QUERETARO,9,Camion_T9,544.0
113,AMOZOC-PEROTE,1,Camion_T1,382.0
114,ECATEPEC VIAPASS,1,Camion_T1,930.0
115,ENCARNACION DE DIAZ,5,Camion_T5,417.0
116,ARMERIA VIAPASS,1,Camion_T1,662.0
119,AMOZOC-PEROTE,1,Camion_T1,261.0
123,AMOZOC-PEROTE,1,Camion_T1,204.0
126,TULANCINGO,9,Camion_T9,482.0
127,ENCARNACION DE DIAZ,5,Camion_T5,417.0
128,AMOZOC-PEROTE,1,Camion_T1,179.0
131,LIB. SUR DE GUAD.,5,Camion_T5,175.0
134,QUERETARO ARCO NORTE,5,Camion_T5,1086.0
135,ATLACOMULCO-BANOBRAS,9,Camion_T9,275.0
137,CTO. EXT. MEXIQUENSE,1,Camion_T1,259.0
139,QUERETARO,5,Camion_T5,387.0
140,PALMILLAS BIS,1,Camion_T1,108.0
144,CTO. EXT. MEXIQUENSE,1,Camion_T1,184.0
145,AMOZOC-PEROTE,1,Camion_T1,382.0
147,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
150,ARMERIA VIAPASS,1,Camion_T1,909.0
152,AMOZOC-PEROTE,1,Camion_T1,298.0
153,CTO. EXT. MEXIQUENSE,1,Camion_T1,81.0
156,SAN JULIÁN,1,Camion_T1,119.0
157,LIB. MATEHUALA,5,Camion_T5,132.0
158,AMOZOC-PEROTE,1,Camion_T1,382.0
159,SAN JULIÁN,1,Camion_T1,119.0
161,S.MARTIN PUE.,5,Camion_T5,238.0
163,OJO CALIENTE I,5,Camion_T5,221.0
164,LIB. SUR PTE. QRO,5,Camion_T5,345.0
166,APASEO EL GRANDE,9,Camion_T9,950.0
167,APASEO EL GRANDE,9,Camion_T9,950.0
169,QUERETARO ARCO NORTE,1,Camion_T1,365.0
170,LIB. MATEHUALA,5,Camion_T5,132.0
175,SAN MARTIN TEXMELUCAN,5,Camion_T5,614.0
179,AMOZOC-PEROTE,1,Camion_T1,179.0
180,CHICHIMECO,1,Camion_T1,241.0
182,TORREON,5,Camion_T5,265.0
185,LIB. SUR PTE. QRO,5,Camion_T5,345.0
187,QUERETARO,9,Camion_T9,544.0
188,ARMERIA VIAPASS,1,Camion_T1,662.0
198,LIB. SUR DE GUAD.,5,Camion_T5,175.0
199,PLAN DE RIO,1,Camion_T1,221.0
200,APODACA,5,Camion_T5,191.0
203,LIB. MATEHUALA,5,Camion_T5,132.0
206,ATLACOMULCO-BANOBRAS,9,Camion_T9,141.0
207,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
208,CALDERON,5,Camion_T5,382.0
209,AMOZOC-PEROTE,1,Camion_T1,241.0
213,OCOZOCUAUTLA,5,Camion_T5,241.0
214,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
222,QUERETARO ARCO NORTE,5,Camion_T5,1086.0
223,QUERETARO ARCO NORTE,9,Camion_T9,1610.0
228,SANCTORUM,5,Camion_T5,334.0
229,PLAN DE RIO,1,Camion_T1,221.0
230,LIB. SUR DE GUAD.,4,Camion_T4,113.0
232,LA ANTIGUA,1,Camion_T1,300.0
234,ENCARNACION DE DIAZ,5,Camion_T5,417.0
236,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
238,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
239,ECATEPEC VIAPASS,1,Camion_T1,514.0
240,ARMERIA VIAPASS,1,Camion_T1,662.0
241,PLAN DE RIO,1,Camion_T1,104.0
242,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
243,AMOZOC-PEROTE,1,Camion_T1,542.0
245,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
248,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
255,ECATEPEC VIAPASS,1,Camion_T1,514.0
256,LA ANTIGUA,1,Camion_T1,300.0
257,JUÁREZ,5,Camion_T5,248.0
258,AMOZOC-PEROTE,1,Camion_T1,179.0
263,QUERETARO ARCO NORTE,9,Camion_T9,1610.0
264,QUERETARO ARCO NORTE,9,Camion_T9,1610.0
265,APODACA,5,Camion_T5,191.0
269,LIB. SUR DE GUAD.,5,Camion_T5,175.0
275,TULANCINGO,5,Camion_T5,334.0
282,LIB. MATEHUALA,5,Camion_T5,132.0
283,LIB. SUR DE GUAD.,5,Camion_T5,175.0
284,LINCOLN,5,Camion_T5,516.0
285,LIB. SUR DE GUAD.,5,Camion_T5,175.0
292,APODACA,5,Camion_T5,191.0
295,ARRIAGA VIAP,1,Camion_T1,165.0
298,LIB. SUR DE GUAD.,9,Camion_T9,190.0
301,LIB. SUR DE GUAD.,5,Camion_T5,175.0
307,LIB. MATEHUALA,5,Camion_T5,132.0
308,APODACA,5,Camion_T5,191.0
313,APODACA,5,Camion_T5,191.0
317,PLAN DE RIO,1,Camion_T1,258.0
319,LIB. SUR DE GUAD.,5,Camion_T5,175.0
321,AMOZOC-PEROTE,1,Camion_T1,382.0
327,JIQUIPILAS VIAP,1,Camion_T1,405.0
328,AMOZOC-PEROTE,1,Camion_T1,179.0
330,LIB. SUR DE GUAD.,9,Camion_T9,190.0
342,ENCARNACION DE DIAZ,5,Camion_T5,417.0
344,COITA VIAP,1,Camion_T1,175.0
345,LIB. SUR DE GUAD.,5,Camion_T5,175.0
346,PLAN DE RIO,1,Camion_T1,221.0
348,APODACA,5,Camion_T5,191.0
349,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
356,LIB. SUR DE GUAD.,7,Camion_T7,190.0
357,AMOZOC-PEROTE,1,Camion_T1,382.0
358,LIB. SUR DE GUAD.,9,Camion_T9,190.0
359,VENTURA - EL PEYOTE,5,Camion_T5,312.0
362,LIB. SUR DE GUAD.,5,Camion_T5,175.0
365,ATLACOMULCO,5,Camion_T5,1435.0
372,LIB. SUR DE GUAD.,5,Camion_T5,175.0
373,LIB. SUR DE GUAD.,4,Camion_T4,113.0
379,LIB. SUR DE GUAD.,5,Camion_T5,175.0
380,LIB. SUR DE GUAD.,5,Camion_T5,175.0
383,VENTURA - EL PEYOTE,5,Camion_T5,312.0
385,CHICHIMECO,1,Camion_T1,241.0
388,AMOZOC-PEROTE,1,Camion_T1,179.0
390,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
391,LIB. SUR DE GUAD.,4,Camion_T4,113.0
394,ECATEPEC VIAPASS,1,Camion_T1,514.0
396,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
399,AMOZOC-PEROTE,1,Camion_T1,69.0
405,SAN JULIÁN,1,Camion_T1,119.0
407,APODACA,5,Camion_T5,191.0
411,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
416,PLAN DE RIO,1,Camion_T1,221.0
422,ATLACOMULCO-BANOBRAS,2,Camion_T2,217.0
423,AMOZOC-PEROTE,1,Camion_T1,197.0
429,ATLACOMULCO,5,Camion_T5,1435.0
432,LA ANTIGUA,1,Camion_T1,431.0
437,AMOZOC-PEROTE,1,Camion_T1,241.0
441,LAS VIGAS,1,Camion_T1,196.0
442,LIB. MATEHUALA,5,Camion_T5,132.0
444,CHICHIMECO,1,Camion_T1,241.0
446,AMOZOC-PEROTE,1,Camion_T1,241.0
447,AMOZOC-PEROTE,1,Camion_T1,382.0
448,LIB. MATEHUALA,5,Camion_T5,132.0
450,LIB. MATEHUALA,5,Camion_T5,132.0
454,MIRADORES,1,Camion_T1,196.0
461,AMOZOC-PEROTE,1,Camion_T1,241.0
467,LIB. MATEHUALA,5,Camion_T5,132.0
469,ARRIAGA VIAP,1,Camion_T1,165.0
472,ENCARNACION DE DIAZ,5,Camion_T5,417.0
474,ARMERIA VIAPASS,1,Camion_T1,909.0
476,ARMERIA VIAPASS,1,Camion_T1,662.0
477,APODACA,5,Camion_T5,482.0
479,AMOZOC-PEROTE,1,Camion_T1,542.0
482,QUERETARO,9,Camion_T9,544.0
487,LIB. SUR DE GUAD.,5,Camion_T5,175.0
488,VENTURA - EL PEYOTE,5,Camion_T5,312.0
489,ARMERIA VIAPASS,1,Camion_T1,1047.0
490,LA ANTIGUA,1,Camion_T1,300.0
493,AMOZOC-PEROTE,1,Camion_T1,542.0
494,LIB. MATEHUALA,9,Camion_T9,195.0
495,JIQUIPILAS VIAP,1,Camion_T1,405.0
496,APODACA,5,Camion_T5,482.0
503,LIB. ARCO NT. SLP,5,Camion_T5,266.0
508,CALDERON,5,Camion_T5,382.0
510,COITA VIAP,1,Camion_T1,175.0
518,AMOZOC-PEROTE,1,Camion_T1,179.0
519,LIB. ARCO NT. SLP,5,Camion_T5,266.0
520,AMOZOC-PEROTE,1,Camion_T1,542.0
521,ARMERIA VIAPASS,1,Camion_T1,1047.0
522,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
523,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
526,PLAN DE RIO,1,Camion_T1,258.0
531,CALDERON,5,Camion_T5,382.0
532,LIB. SUR DE GUAD.,5,Camion_T5,175.0
533,ATLACOMULCO,5,Camion_T5,350.0
534,ATLACOMULCO,5,Camion_T5,350.0
536,OCOZOCUAUTLA,5,Camion_T5,241.0
542,LA ANTIGUA,1,Camion_T1,82.0
543,PLAN DE RIO,1,Camion_T1,258.0
545,ARMERIA VIAPASS,1,Camion_T1,590.0
546,CALDERON,5,Camion_T5,382.0
547,LIB. MATEHUALA,5,Camion_T5,132.0
553,ARMERIA VIAPASS,1,Camion_T1,1047.0
554,APASEO EL GRANDE,5,Camion_T5,636.0
556,LA ANTIGUA,1,Camion_T1,431.0
557,VENTURA - EL PEYOTE,9,Camion_T9,485.0
558,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
565,QUERETARO ARCO NORTE,5,Camion_T5,1366.0
568,PLAN DE RIO,1,Camion_T1,258.0
571,AMOZOC-PEROTE,1,Camion_T1,179.0
573,LA ANTIGUA,1,Camion_T1,431.0
574,AMOZOC-PEROTE,1,Camion_T1,382.0
575,LIB. ARCO NT. SLP,9,Camion_T9,416.0
579,LEON GUZMAN,5,Camion_T5,801.0
580,LEON GUZMAN,5,Camion_T5,801.0
585,LIB. MATEHUALA,5,Camion_T5,132.0
587,ARMERIA VIAPASS,1,Camion_T1,662.0
588,LA ANTIGUA,1,Camion_T1,431.0
593,VENTURA - EL PEYOTE,5,Camion_T5,312.0
596,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
602,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
606,LIB. SUR DE GUAD.,7,Camion_T7,190.0
607,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
609,PLAN DE RIO,1,Camion_T1,221.0
611,LIB. MATEHUALA,5,Camion_T5,132.0
612,CTO. EXT. MEXIQUENSE,1,Camion_T1,195.0
614,LEON GUZMAN,5,Camion_T5,801.0
616,CTO. EXT. MEXIQUENSE,1,Camion_T1,190.0
619,AMOZOC-PEROTE,1,Camion_T1,382.0
621,QUERETARO ARCO NORTE,5,Camion_T5,1086.0
627,CTO. EXT. MEXIQUENSE,1,Camion_T1,450.0
633,LA ANTIGUA,1,Camion_T1,300.0
641,PLAN DE RIO,1,Camion_T1,221.0
643,VENTURA - EL PEYOTE,5,Camion_T5,312.0
646,LIB. SUR DE GUAD.,9,Camion_T9,190.0
648,LIB. SUR DE GUAD.,9,Camion_T9,190.0
652,LIB. ARCO NT. SLP,5,Camion_T5,266.0
653,S.MARTIN PUE.,5,Camion_T5,238.0
654,S.MARTIN PUE.,5,Camion_T5,238.0
660,LIB. PUEBLA,1,Camion_T1,342.0
664,LEON GUZMAN,5,Camion_T5,801.0
670,VENTURA - EL PEYOTE,5,Camion_T5,312.0
671,LIB. SUR DE GUAD.,4,Camion_T4,113.0
674,LA ANTIGUA,1,Camion_T1,300.0
675,TUXPAN EASYTRIP,1,Camion_T1,249.0
677,QUERETARO ARCO NORTE,5,Camion_T5,217.0
681,CALDERON,5,Camion_T5,382.0
684,MIAHUAPAN,1,Camion_T1,572.0
686,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
687,CALDERON,5,Camion_T5,382.0
689,LIB. MATEHUALA,5,Camion_T5,132.0
694,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
695,LIB. MATEHUALA,5,Camion_T5,132.0
698,S.MARTIN PUE.,5,Camion_T5,238.0
700,TIZAYUCA EASYTRIP,1,Camion_T1,276.0
703,SAN MARTIN TEXMELUCAN,5,Camion_T5,1366.0
704,LIB. MATEHUALA,5,Camion_T5,132.0
706,LIB. MATEHUALA,5,Camion_T5,132.0
708,LA ANTIGUA,1,Camion_T1,300.0
710,APASEO EL ALTO,5,Camion_T5,432.0
711,QUERETARO ARCO NORTE,5,Camion_T5,1086.0
716,OCOZOCUAUTLA,5,Camion_T5,241.0
719,LIB. SUR DE GUAD.,9,Camion_T9,190.0
720,ATLACOMULCO-BANOBRAS,9,Camion_T9,217.0
721,EL PIÑAL,1,Camion_T1,572.0
723,APASEO EL GRANDE,5,Camion_T5,636.0
724,LIB. ARCO NT. SLP,5,Camion_T5,266.0
725,ANE EASYTRIP,1,Camion_T1,202.0
729,LA ANTIGUA,1,Camion_T1,300.0
730,ATLACOMULCO,5,Camion_T5,350.0
733,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
734,COITA VIAP,1,Camion_T1,175.0
736,ECATEPEC VIAPASS,1,Camion_T1,514.0
737,LA ANTIGUA,1,Camion_T1,431.0
738,PLAN DE RIO,1,Camion_T1,221.0
741,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
742,JIQUIPILAS VIAP,1,Camion_T1,405.0
747,LIB. MATEHUALA,5,Camion_T5,132.0
750,PLAN DE RIO,1,Camion_T1,258.0
752,TEJOCOTAL EASYTRIP,1,Camion_T1,193.0
755,LIB. ARCO NT. SLP,6,Camion_T6,266.0
756,ARRIAGA VIAP,1,Camion_T1,165.0
760,ARMERIA VIAPASS,1,Camion_T1,1047.0
761,APODACA,5,Camion_T5,482.0
765,ARMERIA VIAPASS,1,Camion_T1,1047.0
767,AMOZOC-PEROTE,1,Camion_T1,179.0
769,ARMERIA VIAPASS,1,Camion_T1,1047.0
772,QUERETARO ARCO NORTE,5,Camion_T5,1366.0
774,LIB. MATEHUALA,5,Camion_T5,132.0
775,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
778,AMOZOC-PEROTE,1,Camion_T1,179.0
779,AMOZOC-PEROTE,1,Camion_T1,542.0
780,AMOZOC-PEROTE,1,Camion_T1,382.0
784,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
787,ECATEPEC VIAPASS,1,Camion_T1,514.0
789,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
790,APODACA,5,Camion_T5,482.0
792,CHICHIMECO,1,Camion_T1,241.0
793,CHICHIMECO,1,Camion_T1,241.0
794,AMOZOC-PEROTE,1,Camion_T1,241.0
795,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
797,AMOZOC-PEROTE,1,Camion_T1,261.0
799,PLAN DE RIO,1,Camion_T1,221.0
800,LA ANTIGUA,1,Camion_T1,300.0
802,CTO. EXT. MEXIQUENSE,1,Camion_T1,645.0
805,QUERETARO ARCO NORTE,5,Camion_T5,1366.0
808,AMOZOC-PEROTE,1,Camion_T1,232.0
811,CTO. EXT. MEXIQUENSE,1,Camion_T1,881.0
812,AMOZOC-PEROTE,1,Camion_T1,382.0
813,LIB. PUEBLA,1,Camion_T1,342.0
816,PLAN DE RIO,1,Camion_T1,221.0
821,ARMERIA VIAPASS,1,Camion_T1,803.0
822,S.MARTIN PUE.,5,Camion_T5,238.0
826,SAN MARTIN TEXMELUCAN,5,Camion_T5,1366.0
828,AMOZOC-PEROTE,1,Camion_T1,382.0
829,CALDERON,9,Camion_T9,382.0
830,AMOZOC-PEROTE,1,Camion_T1,382.0
831,LIB. MATEHUALA,5,Camion_T5,132.0
833,ARMERIA VIAPASS,1,Camion_T1,1047.0
835,PLAN DE RIO,1,Camion_T1,221.0
837,PLAN DE RIO,1,Camion_T1,221.0
838,CHICHIMECO,1,Camion_T1,241.0
840,ARMERIA VIAPASS,1,Camion_T1,662.0
841,QUERETARO,4,Camion_T4,387.0
842,S.MARTIN PUE.,5,Camion_T5,238.0
847,LA ANTIGUA,1,Camion_T1,300.0
849,AMOZOC-PEROTE,1,Camion_T1,179.0
851,AMOZOC-PEROTE,1,Camion_T1,382.0
853,SANCTORUM,9,Camion_T9,2176.0
855,ENCARNACION DE DIAZ,5,Camion_T5,417.0
856,ENCARNACION DE DIAZ,5,Camion_T5,417.0
860,AMOZOC-PEROTE,1,Camion_T1,179.0
861,LIB. PUEBLA,1,Camion_T1,342.0
864,CTO. EXT. MEXIQUENSE,1,Camion_T1,35.0
865,ARMERIA VIAPASS,1,Camion_T1,1047.0
866,SN M TEXMELUCAN VIAPASS,1,Camion_T1,335.0
870,LA ANTIGUA,1,Camion_T1,300.0
871,CTO. EXT. MEXIQUENSE,1,Camion_T1,80.0
876,LA ANTIGUA,1,Camion_T1,300.0
877,TIZAYUCA EASYTRIP,1,Camion_T1,276.0
880,CTO. EXT. MEXIQUENSE,1,Camion_T1,113.0
881,REVOLUCION EASYTRIP,1,Camion_T1,166.0
882,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
883,ENCARNACION DE DIAZ,5,Camion_T5,417.0
884,LIB. ARCO NT. SLP,5,Camion_T5,266.0
885,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
886,LIB. SUR DE GUAD.,5,Camion_T5,175.0
889,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
890,CTO. EXT. MEXIQUENSE,1,Camion_T1,162.0
891,LA ANTIGUA,1,Camion_T1,431.0
895,AMOZOC-PEROTE,1,Camion_T1,179.0
897,ATLACOMULCO-LIB QRO,9,Camion_T9,950.0
901,LIB. SUR DE GUAD.,5,Camion_T5,175.0
902,ARMERIA VIAPASS,1,Camion_T1,1047.0
903,PLAN DE RIO,1,Camion_T1,221.0
906,LEON GUZMAN,5,Camion_T5,801.0
910,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
911,PALMILLAS,1,Camion_T1,108.0
913,LA ANTIGUA,1,Camion_T1,431.0
914,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
916,CTO. EXT. MEXIQUENSE,1,Camion_T1,311.0
918,LIB. SUR DE GUAD.,5,Camion_T5,175.0
919,CTO. EXT. MEXIQUENSE,1,Camion_T1,195.0
921,PLAN DE RIO,1,Camion_T1,221.0
922,CTO. EXT. MEXIQUENSE,1,Camion_T1,190.0
924,LIB. MATEHUALA,5,Camion_T5,132.0
926,AMOZOC-PEROTE,1,Camion_T1,382.0
931,LA ANTIGUA,1,Camion_T1,431.0
934,CTO. EXT. MEXIQUENSE,1,Camion_T1,450.0
935,AMOZOC-PEROTE,1,Camion_T1,179.0
938,CHICHIMEQUILLAS,1,Camion_T1,62.0
942,PLAN DE RIO,1,Camion_T1,258.0
944,AMOZOC-PEROTE,1,Camion_T1,382.0
948,LIB. SUR DE GUAD.,9,Camion_T9,190.0
950,SANCTORUM,5,Camion_T5,334.0
952,ARRIAGA VIAP,1,Camion_T1,165.0
953,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
958,ARMERIA VIAPASS,1,Camion_T1,662.0
960,AMOZOC-PEROTE,1,Camion_T1,542.0
963,AMOZOC-PEROTE,1,Camion_T1,179.0
964,LIB. SUR DE GUAD.,5,Camion_T5,175.0
966,LA ANTIGUA,1,Camion_T1,431.0
969,JIQUIPILAS VIAP,1,Camion_T1,405.0
971,CTO. EXT. MEXIQUENSE,1,Camion_T1,56.0
973,ARMERIA VIAPASS,1,Camion_T1,662.0
974,AMOZOC-PEROTE,1,Camion_T1,241.0
975,ECATEPEC VIAPASS,1,Camion_T1,514.0
976,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
977,COITA VIAP,1,Camion_T1,175.0
978,CTO. EXT. MEXIQUENSE,1,Camion_T1,160.0
979,LIB. SUR DE GUAD.,9,Camion_T9,190.0
980,PLAN DE RIO,1,Camion_T1,258.0
988,OCOZOCUAUTLA,5,Camion_T5,241.0
990,SANCTORUM,6,Camion_T6,1086.0
992,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
996,PLAN DE RIO,1,Camion_T1,258.0
1001,LIB. SUR DE GUAD.,6,Camion_T6,175.0
1003,LEON GUZMAN,5,Camion_T5,801.0
1005,LIB. SUR DE GUAD.,5,Camion_T5,175.0
1011,AMOZOC-PEROTE,1,Camion_T1,542.0
1013,LIB. SUR DE GUAD.,9,Camion_T9,190.0
1019,AMOZOC-PEROTE,1,Camion_T1,241.0
1020,AMOZOC-PEROTE,1,Camion_T1,542.0
1027,ATLACOMULCO-BANOBRAS,9,Camion_T9,275.0
1030,AMOZOC-PEROTE,1,Camion_T1,241.0
1040,APASEO EL GRANDE,5,Camion_T5,636.0
1041,LIB. MATEHUALA,5,Camion_T5,132.0
1045,CTO. EXT. MEXIQUENSE,1,Camion_T1,200.0
1049,CTO. EXT. MEXIQUENSE,1,Camion_T1,215.0
1050,SANCTORUM,9,Camion_T9,1610.0
1052,LIB. SUR DE GUAD.,5,Camion_T5,175.0
1060,QUERETARO,9,Camion_T9,544.0
1062,VENTURA - EL PEYOTE,7,Camion_T7,485.0
1065,SANCTORUM,9,Camion_T9,1610.0
1066,LA ANTIGUA,1,Camion_T1,431.0
1067,LIB. SUR DE GUAD.,9,Camion_T9,190.0
1068,LIB. SUR DE GUAD.,5,Camion_T5,175.0
1071,LIB. SUR DE GUAD.,4,Camion_T4,113.0
1072,ARMERIA VIAPASS,1,Camion_T1,590.0
1075,ARMERIA VIAPASS,1,Camion_T1,662.0
1077,PLAN DE RIO,1,Camion_T1,258.0
1083,LIB. SUR DE GUAD.,5,Camion_T5,175.0
1085,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
1087,LIB. SUR DE GUAD.,9,Camion_T9,190.0
1091,CTO. EXT. MEXIQUENSE,1,Camion_T1,605.0
1094,ARMERIA VIAPASS,1,Camion_T1,909.0
1096,ARMERIA VIAPASS,1,Camion_T1,1047.0
1098,CALPULALPAN,9,Camion_T9,1456.0
1101,APODACA,5,Camion_T5,191.0
1112,AMOZOC-PEROTE,1,Camion_T1,382.0
1116,ARMERIA VIAPASS,1,Camion_T1,590.0
1119,AMOZOC-PEROTE,1,Camion_T1,542.0
1125,LA ANTIGUA,1,Camion_T1,300.0
1128,AMOZOC-PEROTE,1,Camion_T1,241.0
1136,LA ANTIGUA,1,Camion_T1,431.0
1138,CALDERON,5,Camion_T5,382.0
1139,SANCTORUM,5,Camion_T5,1086.0
1143,QUERETARO,6,Camion_T6,544.0
1144,LA ANTIGUA,1,Camion_T1,300.0
1146,LIB. SUR DE GUAD.,5,Camion_T5,175.0
1147,PLAN DE RIO,1,Camion_T1,221.0
1150,PLAN DE RIO,1,Camion_T1,221.0
1152,ARMERIA VIAPASS,1,Camion_T1,1047.0
1155,LIB. SUR DE GUAD.,9,Camion_T9,190.0
1160,ATLACOMULCO-LIB QRO,5,Camion_T5,636.0
1163,LIB. SUR DE GUAD.,5,Camion_T5,175.0
1164,PLAN DE RIO,1,Camion_T1,258.0
1166,LIB. SUR DE GUAD.,9,Camion_T9,190.0
1168,PLAN DE RIO,1,Camion_T1,221.0
1174,JOROBAS,1,Camion_T1,71.0
1175,LIB. SUR DE GUAD.,5,Camion_T5,175.0
1176,QUERETARO,5,Camion_T5,387.0
1182,LIB. SUR DE GUAD.,5,Camion_T5,175.0
1183,AMOZOC-PEROTE,1,Camion_T1,382.0
1184,SANCTORUM,9,Camion_T9,1610.0
1186,QUERETARO,5,Camion_T5,387.0
1189,LIB. SUR DE GUAD.,4,Camion_T4,113.0
1195,ARMERIA VIAPASS,1,Camion_T1,1047.0
1199,AMOZOC-PEROTE,1,Camion_T1,179.0
1203,PALMILLAS,1,Camion_T1,108.0
1206,LA ANTIGUA,1,Camion_T1,300.0
1207,CTO. EXT. MEXIQUENSE,1,Camion_T1,65.0
1215,CTO. EXT. MEXIQUENSE,1,Camion_T1,437.0
1216,AMOZOC-PEROTE,1,Camion_T1,542.0
1218,CTO. EXT. MEXIQUENSE,1,Camion_T1,95.0
1219,APASEO EL GRANDE,5,Camion_T5,636.0
1223,ARMERIA VIAPASS,1,Camion_T1,590.0
1226,VENTURA - EL PEYOTE,5,Camion_T5,312.0
1227,ECATEPEC VIAPASS,1,Camion_T1,514.0
1228,ARMERIA VIAPASS,1,Camion_T1,662.0
1234,AMOZOC-PEROTE,1,Camion_T1,241.0
